"날짜","출발지","도착지","일별이동횟수","유형","타입","수량"
"20171108","5138404","4035169",1,"N11","직송",192
"20171230","4024790","4233361",1,"N11","직송",224
"20171207","4210963","4169844",1,"N11","직송",256
"20180131","4082771","4090604",1,"N11","직송",256
"20180131","4082771","4183789",1,"N11","직송",192
"20180223","4090779","4081013",1,"P11","직송",192
"20180326","4052620","4152322",1,"N11","직송",192
"20180327","4024790","4137879",1,"N11","직송",288
"20180327","4056326","4193392",1,"N11","직송",256
"20180417","4024790","4035735",1,"N11","직송",288
"20180418","4183890","4199028",1,"N11","직송",288
"20180502","4082771","4226447",1,"N11","직송",288
"20180605","4082771","4261359",1,"N11","직송",192
"20180618","4024790","4304255",1,"N11","직송",288
"20180618","4064934","4024480",1,"N11","직송",160
"20170927","4082771","4147961",1,"N11","직송",112
"20170928","4024790","4010573",1,"N11","직송",256
"20170929","4159069","4188045",1,"N11","직송",256
"20170929","4220026","4222969",1,"N12","직송",192
"20170929","5029631","4071063",1,"N11","직송",13
"20170929","5035208","4176927",1,"N11","직송",5
"20171018","4024790","4033595",1,"N11","직송",288
"20171018","4024790","4106551",1,"N11","직송",288
"20171020","5254883","4175509",1,"N11","직송",252
"20171021","4024790","4171765",1,"N11","직송",224
"20171110","5059442","4258619",1,"N11","직송",20
"20171116","4024790","4010573",1,"N11","직송",256
"20171201","4008465","4133302",1,"N11","직송",192
"20171202","4024790","4089530",1,"N11","직송",256
"20171206","4002696","4226447",1,"N11","직송",256
"20171206","4024790","4233361",1,"N11","직송",224
"20171211","4024790","4081167",1,"N11","직송",288
"20171212","5170007","4274142",1,"N11","직송",10
"20171212","4024790","4139455",1,"N11","직송",256
"20171214","4210963","4189770",1,"N11","직송",168
"20180102","4082771","4191759",1,"N11","직송",192
"20180103","5138404","4024336",1,"N11","직송",192
"20180428","4024790","4021387",1,"N11","직송",288
"20180430","4024790","4010573",1,"N11","직송",256
"20180607","5254883","4060212",1,"N11","직송",264
"20170928","4220026","4224062",1,"N11","직송",229
"20170930","5156875","4156013",1,"N11","직송",85
"20170930","4024790","4048903",2,"N11","직송",768
"20171025","4024790","4171765",1,"N11","직송",224
"20171117","5154323","4117039",1,"PA11","직송",110
"20171123","5028901","4262189",1,"N11","직송",30
"20171125","4013119","4191031",1,"N11","직송",224
"20171128","5186306","4179258",1,"N11","직송",256
"20171215","5254883","4175509",1,"N11","직송",252
"20171216","4027684","4168220",1,"N11","직송",174
"20171218","5096067","4199723",1,"N11","직송",60
"20171220","4056326","4214745",1,"N11","직송",256
"20171221","5082419","4005721",1,"N12","직송",240
"20171221","5114150","4237375",1,"N11","직송",26
"20180106","4024790","4015419",1,"N11","직송",288
"20180109","4082771","4265797",1,"N11","직송",144
"20180111","4013119","4090604",1,"N11","직송",256
"20180202","4082771","4300062",1,"N11","직송",192
"20180202","5004333","4030754",1,"N11","직송",100
"20180310","4082771","4172159",1,"N11","직송",160
"20180426","4053763","4215981",1,"N12","직송",256
"20180403","4056326","4199618",1,"N11","직송",192
"20180403","4084453","4174888",1,"N11","직송",256
"20180406","4082771","4153269",1,"N11","직송",288
"20180614","5081094","4097414",1,"N11","직송",192
"20180614","5124830","4195437",1,"N11","직송",50
"20171118","4082771","4115990",1,"N11","직송",270
"20171129","5186306","4259910",1,"N12","직송",125
"20171130","5080748","4301943",1,"N11","직송",200
"20171223","4077960","4048181",1,"N12","직송",192
"20171227","4228957","4111749",1,"N11","직송",4
"20171228","5083997","4154312",1,"N11","직송",150
"20180115","4024790","4024336",1,"N11","직송",576
"20180119","5075544","4224254",1,"N11","직송",11
"20180119","5130738","4220134",1,"N11","직송",62
"20180123","4024790","4002754",1,"N11","직송",288
"20180126","4024790","4295463",1,"N11","직송",288
"20180127","5175949","4041880",1,"N11","직송",56
"20180317","5175949","4266867",1,"N11","직송",35
"20180323","4084453","4129554",1,"N11","직송",256
"20180324","4056326","4218532",1,"N11","직송",192
"20180324","4082771","4183789",1,"N11","직송",256
"20180409","4024790","4024336",1,"N11","직송",288
"20180410","5138404","4024336",1,"N11","직송",192
"20180411","4024790","4148213",1,"N11","직송",256
"20180406","5038947","4194860",1,"N11","직송",100
"20171011","5186306","4208887",1,"N11","직송",20
"20171017","4024790","4171765",1,"N11","직송",224
"20171107","5212949","4304086",1,"N11","직송",10
"20171109","4082771","4019574",1,"N11","직송",192
"20180130","4082771","4247538",1,"N11","직송",160
"20180126","4082771","4126363",1,"N11","직송",192
"20180220","5138404","4024336",1,"N11","직송",192
"20180222","4056326","4286689",1,"N11","직송",288
"20180222","4082771","4129770",1,"N11","직송",192
"20180222","4090779","4023800",1,"P11","직송",192
"20180223","5138404","4024336",1,"N11","직송",192
"20160720","4116327","4010559",1,"N11","직송",256
"20160706","4024790","4019365",1,"N11","직송",256
"20160708","4116327","4127857",1,"N11","직송",256
"20160716","4024790","4187060",1,"N11","직송",256
"20160808","4116327","4023806",1,"N11","직송",256
"20160820","4116327","4159912",1,"N11","직송",256
"20160901","4116327","4016292",1,"N11","직송",160
"20151207","4142683","4147549",1,"N11","직송",18
"20160105","4189182","4190099",1,"N11","직송",9
"20160302","5018675","4138651",1,"N11","직송",10
"20160610","4116327","4044541",1,"N11","직송",256
"20160622","5016388","4124037",1,"N11","직송",7
"20160705","4024790","4045252",1,"N11","직송",256
"20160705","4024790","4072625",1,"N11","직송",192
"20160716","4116327","4097091",1,"N11","직송",256
"20160718","4116327","4169844",1,"N11","직송",544
"20160801","4116327","4147961",1,"N11","직송",192
"20160122","4116327","4127857",2,"N11","직송",512
"20160321","4024790","4010573",1,"N11","직송",256
"20160415","4189182","4138771",1,"N11","직송",10
"20160629","4116327","4017890",1,"N11","직송",256
"20160701","4066037","4132530",1,"N11","직송",10
"20160707","4116327","4191241",1,"N11","직송",256
"20161031","4116327","4118565",1,"N11","직송",192
"20161031","4116327","4199618",1,"N11","직송",192
"20160130","4189182","4060875",1,"N11","직송",8
"20160130","4189182","4143802",1,"N11","직송",5
"20160218","4116327","4164825",1,"N11","직송",256
"20160411","4142683","4147549",1,"N11","직송",12
"20160531","4027555","4062377",1,"N11","직송",5
"20160615","4116327","4055335",1,"N11","직송",256
"20160616","5016388","4132530",1,"N11","직송",4
"20160711","4024790","4098817",1,"N11","직송",192
"20160727","4116327","4060303",1,"N11","직송",250
"20161025","4116327","4081605",1,"N11","직송",192
"20161026","4116327","4005910",1,"N11","직송",256
"20161026","4116327","4035442",1,"N11","직송",192
"20161026","4116327","4200533",1,"N11","직송",192
"20160225","4189182","4235844",1,"N11","직송",12
"20160202","4116327","4129554",1,"N11","직송",288
"20160413","4024790","4019365",1,"N11","직송",256
"20160505","5016388","4169870",1,"N11","직송",6
"20160601","4116327","4144649",1,"N11","직송",192
"20160601","4116327","4213099",1,"N11","직송",256
"20160630","4024790","4047737",1,"N11","직송",192
"20160616","4142683","4163628",1,"N11","직송",18
"20160715","5016388","4132530",1,"N11","직송",1
"20160721","4116327","4044541",1,"N11","직송",256
"20160822","4116327","4054830",1,"N11","직송",256
"20161027","4116327","4026333",1,"N11","직송",256
"20161027","4116327","4066981",1,"N11","직송",256
"20161027","4116327","4072617",1,"N11","직송",160
"20161027","4116327","4208026",1,"N11","직송",160
"20160202","4189182","4044843",1,"N11","직송",2
"20160202","4189182","4066844",1,"N11","직송",10
"20160309","4189182","4150929",1,"N11","직송",11
"20160304","4116327","4174243",1,"N11","직송",256
"20160409","4189182","4117690",1,"N11","직송",10
"20160426","5082584","4024336",1,"N11","직송",180
"20160804","4142683","4183882",1,"N11","직송",18
"20160812","4116327","4173467",1,"N11","직송",256
"20160831","4024790","4048068",1,"N11","직송",256
"20160108","4116327","4060212",1,"N11","직송",256
"20160127","4116327","4078616",1,"N11","직송",256
"20160211","4116327","4129554",1,"N11","직송",288
"20160223","4024790","4019365",1,"N11","직송",256
"20160322","4189182","4190099",1,"N11","직송",5
"20160624","4024790","4152322",1,"N11","직송",192
"20161014","4224191","4010383",1,"N11","직송",12
"20161004","4116327","4196917",1,"N11","직송",160
"20161011","4116327","4165488",1,"N11","직송",192
"20161011","4116327","4180903",1,"N11","직송",256
"20151109","4189182","4107805",1,"N11","직송",7
"20160201","4189182","4184134",1,"N11","직송",5
"20160226","4116327","4078616",1,"N11","직송",256
"20160224","4142683","4147549",1,"N11","직송",18
"20160519","4116327","4195994",1,"N11","직송",256
"20160601","4142683","4147549",1,"N11","직송",18
"20160708","5168026","4002249",1,"N11","직송",1
"20160813","4116327","4191759",1,"N11","직송",192
"20160830","4116327","4055335",1,"N11","직송",512
"20151201","4142683","4183882",1,"N11","직송",18
"20160115","4064582","4099855",1,"N11","직송",2
"20160204","4024790","4152322",1,"N11","직송",192
"20160229","4189182","4121135",1,"N11","직송",10
"20160425","4189182","4062775",1,"N11","직송",10
"20160425","4189182","4073777",1,"N11","직송",10
"20160425","4189182","4177719",1,"N11","직송",16
"20160817","4116327","4120304",1,"N11","직송",192
"20161007","4116327","4220425",1,"N11","직송",100
"20161007","4158934","4128700",1,"L14","직송",16
"20160905","4116327","4100147",1,"N11","직송",256
"20151211","4116327","4196917",1,"N11","직송",160
"20160204","4189182","4123461",1,"N11","직송",5
"20160302","4142683","4114342",1,"N11","직송",18
"20160315","4189182","4206283",1,"N11","직송",20
"20160421","4142683","4163628",1,"N11","직송",18
"20160502","4189182","4128711",1,"N11","직송",10
"20160504","4116327","4150929",1,"N12","직송",32
"20160504","4142683","4147549",1,"N11","직송",18
"20160512","4062377","4027555",1,"N11","직송",4
"20160512","4116327","4084822",1,"N11","직송",256
"20160602","4233361","4074448",1,"N11","직송",3
"20160719","4116327","4026973",1,"N11","직송",512
"20160719","4116327","4100736",1,"N11","직송",288
"20160816","4116327","4053952",1,"N11","직송",288
"20160910","4116327","4057212",1,"N11","직송",256
"20160905","5082584","4024336",1,"N11","직송",165
"20160906","4116327","4058822",1,"N11","직송",256
"20160906","4116327","4151224",1,"N11","직송",192
"20160112","4116327","4127857",1,"N11","직송",256
"20160129","4142683","4147549",1,"N11","직송",12
"20160513","4116327","4037414",1,"N11","직송",256
"20160818","4116327","4055335",1,"N11","직송",256
"20160912","4116327","4005893",1,"N11","직송",192
"20160912","4116327","4038229",1,"N11","직송",100
"20160912","4116327","4215252",1,"N11","직송",256
"20160907","4116327","4057212",1,"N11","직송",256
"20160913","5082584","4024336",1,"N11","직송",180
"20160909","4116327","4100147",1,"N11","직송",256
"20160909","4116327","4103081",1,"N11","직송",256
"20160903","4116327","4005910",1,"N11","직송",256
"20160611","4024790","4019365",1,"N11","직송",256
"20160423","5016388","4124037",1,"N11","직송",8
"20160709","4116327","4026333",1,"N11","직송",256
"20160712","4116327","4017890",1,"N11","직송",256
"20160804","4116327","4123645",1,"N11","직송",192
"20160922","4116327","4152811",1,"N11","직송",256
"20160922","4116327","4191241",1,"N11","직송",288
"20160908","4116327","4094031",1,"N11","직송",192
"20160908","4116327","4100578",1,"N11","직송",256
"20160919","4116327","4118565",1,"N11","직송",192
"20161013","4116327","4227785",1,"N11","직송",256
"20160620","4024790","4098817",1,"N11","직송",192
"20160303","4116327","4129554",1,"N11","직송",288
"20160408","4189182","4044843",1,"N11","직송",3
"20160408","4189182","4065259",1,"N11","직송",12
"20160427","4189182","4052679",1,"N11","직송",16
"20160509","4189182","4050280",1,"N11","직송",10
"20160923","5082584","4024336",1,"N11","직송",140
"20160919","4116327","4017890",1,"N11","직송",256
"20160930","4116327","4213099",1,"N11","직송",256
"20151210","4042492","4010409",1,"N11","직송",60
"20160203","4189182","4226769",1,"N11","직송",14
"20160216","4024790","4094187",1,"N11","직송",192
"20160303","4189182","4019145",1,"N11","직송",10
"20160307","4189182","4140262",1,"N11","직송",12
"20160415","4024790","4019365",1,"N11","직송",256
"20160416","5016388","4030989",1,"N11","직송",5
"20160902","4116327","4026333",1,"N11","직송",256
"20161010","4116327","4042232",1,"N11","직송",160
"20161012","4116327","4207993",1,"N11","직송",255
"20161029","4116327","4100736",1,"N11","직송",256
"20151214","4189182","4119081",1,"N11","직송",10
"20151224","4189182","4118565",1,"N11","직송",7
"20160118","4189182","4152811",1,"N11","직송",7
"20160118","4189182","4177490",1,"N11","직송",8
"20160120","4054542","4149180",1,"N11","직송",8
"20160212","4024790","4155500",1,"N11","직송",192
"20160212","4116327","4021156",1,"N11","직송",256
"20160319","4226769","4138651",1,"N11","직송",10
"20160511","4062377","4027555",1,"N11","직송",2
"20160511","4105721","4225476",1,"N11","직송",7
"20160511","4116327","4026333",1,"N11","직송",256
"20160728","4116327","4070280",1,"N11","직송",192
"20161101","4116327","4149180",1,"N11","직송",256
"20160618","5082584","4024336",1,"N11","직송",170
"20160620","4116327","4107443",1,"N11","직송",256
"20151222","4042492","4010409",1,"N11","직송",100
"20151222","4116327","4156618",1,"N11","직송",192
"20151228","4189182","4175467",1,"N11","직송",10
"20160406","4142683","4021387",1,"N11","직송",2
"20160420","4189182","4117690",1,"N11","직송",10
"20160414","4189182","4123461",1,"N11","직송",14
"20161022","4116327","4017904",1,"N11","직송",192
"20161022","4116327","4097091",1,"N11","직송",256
"20161110","4116327","4156120",1,"N11","직송",256
"20161117","4116327","4091738",1,"N11","직송",192
"20160613","4116327","4070270",1,"N11","직송",256
"20160621","4024790","4019365",1,"N11","직송",256
"20160226","4189182","4123461",1,"N11","직송",13
"20160226","4189182","4142730",1,"N11","직송",12
"20100618","4142683","4021387",1,"N11","직송",2
